1338426	1
1342301	1
1343610	1
1344948	1
1344950	1
134601	1
134623	1
1346257	1
1348394	1
1348467	3
134849	1
1348616	2
134984	1
1352	1
135208	2
1353530	1
135487	1
1354889	1
1355477	2
1356009	1
135613	3
135614	6
135618	2
135619	1
135620	1
135621	2
135622	19
135624	1
135719	1
136099	1
136370	1
1365176	1
1365950	1
1366595	1
136849	1
13687	33
13706	1
137266	1
137357	1
137583	1
1378263	1
13792	1
1379701	1
1379903	1
1380386	1
1380566	1
1380770	1
1382356	1
138277	1
138300	1
1384038	1
1384487	1
1385	46
1385520	2
1385624	1
1385975	2
1386	6
1387282	1
1388762	1
1389713	1
1390	1
1391654	1
1391699	2
1391729	1
1391915	1
1392640	1
1392998	1
1393122	1
139415	1
1395960	1
1396	2
1396493	2
1396826	1
1397322	2
139825	2
1399860	2
1400979	1
1401	1
1403365	1
1403932	1
1404	2
1406	1
1406512	1
1408163	2
1411316	2
1411620	2
1412872	1
141451	3
1415558	2
141692	1
141693	1
1419009	3
1419277	1
1419722	1
1420899	2
1420901	1
1420912	1
1420913	2
142182	14
142577	1
1427391	2
1427535	1
1428	4
1428652	2
1428657	1
1429043	1
1429438	4
1429439	2
143067	1
1431249	3
1431282	1
1431688	1
1432307	1
1432792	1
1434010	1
1434021	1
1434042	1
1434046	1
1434086	1
1434702	1
1434730	1
1434837	1
1434886	1
1435348	1
1436133	1
1437009	1
1437183	7
1437197	1
1437201	7
1437360	1
1437433	1
1437443	1
1441095	1
1442368	1
1442371	1
1444769	1
1444977	1
1445510	1
1447944	1
1448308	1
1448309	4
1448317	1
1448320	1
1450172	1
1453760	1
145458	1
1456344	1
1456417	1
1456591	1
1457232	1
1457234	1
1458439	1
1460637	1
1460676	1
1460882	1
1463824	1
1463848	1
1463884	1
1463900	1
1465766	1
146784	1
146820	2
146821	1
1470067	1
1470178	1
1470433	1
147538	4
147541	4
147545	1
147548	5
147550	11
147645	1
1477431	1
1478134	1
1479524	2
148305	1
1484898	1
1485	1
1485217	1
1485545	1
1486257	3
1486700	2
1486918	1
1487602	2
1487935	1
1488406	1
1489388	1
1490222	1
149040	2
1490484	1
1492769	3
1495144	1
1496	1
149698	5
1497346	3
1497872	1
1497974	1
1499314	1
1499679	1
149990	1
1499966	1
150	1
1501145	1
1501433	1
150177	2
150365	1
1504668	2
1505233	1
150830	1
1508454	1
1509431	1
1510150	2
1510163	1
151081	1
1513270	2
1513271	1
1513297	1
1513339	1
1514080	1
1515657	1
1517246	1
1518149	2
1518452	2
1519	1
1519374	1
1519490	1
1519492	1
1519616	1
1520670	1
152161	1
1522057	2
1522431	1
152316	1
153505	2
1535768	1
1538023	1
1538468	2
153913	1
153914	2
153949	1
1543704	1
1544730	1
1544741	1
154654	1
1547920	1
1549854	1
1550245	1
1550616	1
155322	2
155417	2
155616	2
155619	30
155900	1
155977	2
156173	1
1561947	1
1561963	2
1562060	1
1562566	2
1562603	1
1563983	1
156406	1
1565040	1
1565536	1
1565605	1
1566267	1
1567541	1
156889	1
156973	2
156993	2
1571195	1
1571202	2
1571224	1
157591	1
1576369	2
1577790	1
1577791	1
1577896	1
1577904	1
1579333	1
1579505	1
158046	1
158190	1
158543	1
1586232	1
1587	1
158754	4
1588020	1
158836	1
1588641	1
1591087	1
1592106	1
1592897	1
159449	1
1597781	1
1602338	1
160290	1
1605376	1
1609233	2
1611323	1
1612552	1
161398	5
161482	1
161492	1
1616787	2
1616823	1
1617412	1
1618331	1
1618350	1
1618827	1
1618852	1
1621534	2
162171	1
1621989	1
1622148	1
162481	1
1627895	1
1629072	2
1630632	1
1630634	1
1630881	1
1631968	1
1632865	1
163361	2
1636152	1
1636617	1
1637860	1
163869	1
163877	1
1639	1
1640508	2
1640515	1
1640516	2
164115	1
1641855	1
1641861	2
1641870	1
1641871	1
1642303	1
164332	1
1643322	1
164450	3
164451	1
1645740	3
1649462	1
1649490	1
1650286	1
1650571	2
1651082	1
165188	1
1652100	1
1652133	1
165301	1
165435	2
1654741	1
1655434	4
1655439	1
1655566	1
1656887	1
165695	2
165696	3
165697	1
166	1
166011	2
1660132	1
1660160	2
1664694	1
166486	1
1666911	1
1667	1
1670832	1
1672391	1
167371	2
1676141	1
1676142	1
1676384	1
1676386	1
1678012	2
1678688	1
1680160	1
1684307	1
1685126	3
1685133	1
1686310	3
168697	2
168934	1
168935	1
1690604	1
1690605	2
1690606	1
1690608	1
169388	1
169430	2
169435	1
1696	1
1698259	1
1698275	1
1698276	1
1699371	1
169976	1
1700835	1
1700837	10
1701573	1
1703357	1
1703362	1
1703389	1
1703397	1
1703428	2
1703433	1
1703762	1
1703766	1
1703771	1
1703772	2
1703775	2
1703781	1
1704023	1
1704025	2
1704028	1
1704237	2
1706046	1
1706369	5
1706371	10
1706379	1
1706441	5
1706445	1
1707	3
170843	1
1708715	1
171	2
1710896	1
171252	1
1713724	1
1713725	1
1714373	1
1714386	1
171442	1
1714833	2
171536	2
171549	2
171552	1
1716	5
171627	1
1719126	1
1720	1
1721087	1
1725252	1
1725256	1
1729892	1
1732024	1
1732569	1
173365	1
1734395	1
1735325	1
1735327	1
1735444	1
1735683	1
1736229	1
1736343	1
1736356	1
1736359	1
1736430	3
1736434	1
1736466	1
1736531	1
1737459	2
1737490	2
173860	1
1740262	4
1742262	1
1742992	1
1743157	1
174586	2
1745969	3
1746199	1
1747	1
1747224	1
1747777	1
1750598	1
1752723	2
1752737	1
1755098	1
1755647	1
1755811	3
175628	1
175788	1
1759441	1
1760	580
1761012	1
1761888	1
1761906	1
1762	16
1763	6
1763456	1
1763828	1
1764	1
1764569	1
1765020	2
1765024	1
1765737	1
1767	1
1768	1
176857	1
176898	1
1769247	2
1769250	1
1769779	2
1770194	1
1772	1
1772282	1
1774	2
1774954	1
1774971	2
1775121	1
1775167	1
1775411	1
1775750	2
1776423	1
1776492	1
1777131	1
1779358	1
1779369	1
1779370	1
1781	1
1783234	13
1783257	12
1783270	3
1783272	89
1783273	2
1783275	33
1783276	4
1784714	1
1785	9
1786	1
178606	1
1789439	1
179	2
1790	1
179095	1
179113	2
1792311	1
1792835	1
1794811	2
1795	1
1795305	1
1795639	1
1795832	1
1796469	1
179676	1
1797178	2
1797183	1
1797188	1
1797199	1
1797273	1
1797286	1
1797313	1
1797314	1
1797360	1
1797361	2
1797365	1
1797377	1
1797380	1
1797382	1
1797384	1
1797497	1
1797612	1
1797622	1
1797638	1
1797643	1
1797651	1
1797659	1
1797661	1
1797663	1
1797676	1
1797834	3
1797835	2
1797881	2
1797896	1
1797899	1
1797919	2
1797946	1
1797947	1
1797951	1
1797968	1
1798274	1
1798276	1
1798281	1
1798282	1
1798283	1
1798288	1
1798300	1
1798305	1
1798311	1
1798314	1
1798433	2
1798578	1
1798711	2
1798806	1
1798917	1
1799789	3
180088	1
1801	1
1801607	1
1801616	3
1801617	1
1801629	1
1801631	2
1801633	1
1801634	2
1801637	1
1801672	1
1801712	1
1801911	1
1802109	1
1802163	1
1802167	1
1802193	1
