1	1
10195	1
104777	2
1070528	1
111878	1
1121328	1
117820	1
118510	1
1236	4
1262744	1
131567	3
13249	1
133076	1
1348612	1
137	1
1385	2
1428652	1
1470354	1
1519616	1
158441	1
161398	1
1628268	1
166011	1
1714261	1
173975	1
1763	1
1778	1
1783234	1
1783257	1
1783272	1
1796635	1
180675	1
1821036	1
1825094	1
1835	1
183924	1
1841597	1
186817	1
1869227	2
189291	1
1898104	2
1898112	1
1906665	1
1906666	1
1913988	1
1913989	1
1936988	1
1940289	1
194690	1
1947927	1
195	1
197	1
1978231	1
2	10
201174	1
2018661	2
2021391	1
2026743	1
2026763	1
2026799	1
2026803	1
2030823	1
203691	1
204039	1
204457	1
2051041	1
2052139	1
2069432	1
2073117	1
210454	2
2126338	1
218467	1
2202339	1
224379	1
2301116	1
230494	1
2562237	1
2607784	1
2607786	1
2607809	2
2631174	1
2652724	1
266810	1
2683910	1
2738142	1
2741070	1
2749911	2
2768738	1
2789857	2
27933	1
2820187	1
28211	1
2840799	1
2890311	1
29	1
29073	1
290746	2
29497	1
2951	1
2952	1
2975358	1
3028117	1
3041496	1
312278	1
33208	1
34507	1
34632	1
352152	1
36881	1
376150	1
3848	1
391625	1
39493	1
39769	1
400682	1
408580	1
43658	1
44578	1
4555	1
459	1
45954	1
47308	1
47600	1
48461	1
5068	1
53246	1
53475	1
54125	1
54126	1
572511	1
57723	1
591936	1
6236	4
6238	1
6265	1
6274	1
6296	1
6447	1
6454	1
651137	1
652676	1
665099	1
66852	1
6854	1
6875	1
68877	1
6913	1
7157	1
716546	1
7260	1
74971	1
768507	1
84566	1
870187	1
874455	1
89954	1
89957	1
9263	2
9277	1
976	3
