taxid	kingdom	phylum	class	order	family	genus	species	n_sequences
109264		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus bombycis	3
1093897		Ascomycota	Sordariomycetes	Cephalothecales	Cephalothecaceae	Phialemonium	Phialemonium atrogriseum	1
1093900		Ascomycota	Sordariomycetes	Thyridiales	Thyridiaceae	Thyridium	Thyridium curvatum	4
1095194		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum karsti	1
1095465		Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae	Bondarzewia	Bondarzewia mesenterica	4
1095629		Basidiomycota	Agaricomycetes	Agaricales	Hydnangiaceae	Laccaria	Laccaria amethystina	1
1095630		Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha bicolor	13
109634		Basidiomycota	Agaricomycetes	Agaricales	Galerinaceae	Gymnopilus	Gymnopilus junonius	8
109636		Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota	Pholiota conissans	2
1104152		Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Glarea	Glarea lozoyensis	4
1105319		Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Conoideocrella	Conoideocrella luteorostrata	7
110564		Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys		4
110618		Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae			1
111012		Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Lecanosticta	Lecanosticta acicola	3
1111077		Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Claviceps	Claviceps purpurea	1
1111111		Ascomycota	Dothideomycetes	Venturiales				1
1111947		Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes cubensis	6
111463		Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Hirsutella	Hirsutella rhossiliensis	1
1116229		Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Glarea	Glarea lozoyensis	21
112415		Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Letharia		1
112416		Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Letharia	Letharia columbiana	3
112498		Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia	Ramularia collo-cygni	6
1126212		Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina	Macrophomina phaseolina	5
1126955		Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Corynascus	Corynascus novoguineensis	1
1131492		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae			39
1131652		Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces proteolyticus	14
113226		Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora musae	11
1132637		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium atrosanguineum	1
1132856		Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Rasamsonia		2
113614		Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Parathielavia	Parathielavia hyrcaniae	1
1137138		Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus ostreatus	1
1137211		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus luchuensis	1
1141098		Ascomycota	Sordariomycetes	Amphisphaeriales	Pseudomassariaceae	Pseudomassariella	Pseudomassariella vexata	6
114155		Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Dichomitus	Dichomitus squalens	1
1143193		Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia oryzae	1
1143690		Chordata	Actinopteri	Cyprinodontiformes	Nothobranchiidae	Nothobranchius	Nothobranchius korthausae	1
114810		Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria arbuscula	7
1149755		Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha variabilis	21
1150837		Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	Didymella exigua	2
1157608		Ascomycota	Sordariomycetes	Sordariales		Madurella	Madurella fahalii	2
1159556		Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Ustilaginoidea	Ustilaginoidea virens	2
1160506		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus oryzae	1
1160509		Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	Ascobolus immersus	3
1163406		Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Tolypocladium	Tolypocladium ophioglossoides	3
1167516		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium odoratum	4
116794		Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Heterodermia	Heterodermia speciosa	12
1168545		Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Lentithecium	Lentithecium fluviatile	3
1168546		Ascomycota	Dothideomycetes	Myriangiales	Myriangiaceae	Myriangium	Myriangium duriaei	8
116970		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium angulare	6
117069		Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Sphagnurus	Sphagnurus paluster	2
1170767		Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium strumarium	1
1173701		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum sublineola	1
117544		Ascomycota	Sordariomycetes	Diaporthales	Cytosporaceae	Cytospora		5
1176127		Ascomycota	Dothideomycetes	Botryosphaeriales	Aplosporellaceae	Aplosporella	Aplosporella prunicola	3
1176131		Ascomycota	Dothideomycetes	Aulographales	Aulographaceae	Aulographum	Aulographum hederae	10
1182543		Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora psammophila	1
1182544		Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora yegresii	2
1182545		Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala aquamarina	4
1187904		Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria burnsii	1
1187928		Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria incomplexa	1
1187941		Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria rosae	1
1191159		Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Gnomoniopsis	Gnomoniopsis smithogilvyi	7
1196081		Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces amestolkiae	6
119953		Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria atra	4
1208366		Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium sarcochroum	2
1209068		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum tabaci	2
1209926		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum orchidophilum	2
1209932		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum scovillei	1
1213857		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum orbiculare	5
1213859		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum fructicola	1
1214568		Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe amygdali	27
1214573		Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe ampelina	1
121621		Ascomycota	Dothideomycetes	Botryosphaeriales	Phyllostictaceae	Phyllosticta		5
121627		Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces rugulosus	10
1216348		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum zoysiae	3
121759		Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Paracoccidioides	Paracoccidioides brasiliensis	1
1220188		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus tanneri	7
1220207		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus puulaauensis	1
1220924		Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	Cyphellophora europaea	4
122368		Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Cercospora	Cercospora beticola	9
1226010		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus bertholletiae	5
1229662		Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Pestalotiopsis	Pestalotiopsis fici	9
1230097		Ascomycota	Sordariomycetes	Diaporthales	Cytosporaceae	Cytospora	Cytospora leucostoma	3
1231657		Ascomycota	Dothideomycetes	Pleosporales	Lindgomycetaceae	Clohesyomyces	Clohesyomyces aquaticus	11
1233474		Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae			1
123648		Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Claviceps	Claviceps pusilla	3
1237075		Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium torreyae	1
1237896		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum gloeosporioides	1
1245745		Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria bassiana	1
1247861		Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	Purpureocillium lavendulum	6
1247875		Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Emergomyces	[Emmonsia] crescens	1
1250544		Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Sphaerosporella	Sphaerosporella brunnea	1
1255046		Ascomycota	Dothideomycetes	Pleosporales				9
