1	19
1003181	1
1008807	2
10194	1
103775	1
104087	1
1042315	1
1043627	1
104431	4
1070319	1
107243	1
1082188	1
1093141	1
1117	1
111878	2
112	1
1124761	1
1125	1
1127	1
1131492	1
113562	1
1141887	1
1150	6
1155738	1
1161	3
1169474	1
116970	1
117571	5
1177	1
1177931	1
1184267	3
1187855	1
119060	3
1193682	1
1206795	1
121088	1
1219	1
1223	1
1224	38
1234261	1
1236	11
1238427	1
124430	1
1257118	3
126	2
1282	1
1291522	1
1294199	1
1300035	1
1301283	2
1313172	1
1314962	1
131567	7
1316194	1
13221	3
1353136	1
13599	1
1365253	1
1385	2
138563	1
1385935	1
1400865	1
1410327	1
1410381	1
1421715	1
1437183	4
1437201	1
1442553	1
1446379	1
1456591	1
147550	1
1479485	1
149698	1
1503054	1
150830	1
1514080	1
1517702	1
1518452	2
1519565	2
1519616	2
1543705	1
1549638	1
156133	1
1561972	1
158627	1
159733	1
161398	1
163516	3
163714	1
1644114	1
1650286	1
1650658	1
1652958	1
165301	1
1680591	1
170555	1
171436	1
1716	1
172671	1
175694	1
175774	1
1760	14
1768	1
1775166	1
1783257	2
1783270	4
1783272	4
1798277	1
180195	1
1802673	2
1803494	1
1817	4
1817868	2
1822464	1
183589	1
1853224	1
186822	1
1869212	2
1869227	1
1871037	1
1872116	1
1872627	1
1872660	1
1872709	1
1873484	1
1873897	1
1883	6
1883427	2
188477	1
1891229	2
1891238	1
1891241	3
1892254	1
1894	1
1898104	5
1898111	1
1898112	13
1899355	1
1903414	1
1904441	1
1905359	1
1906242	1
1913988	18
1913989	12
1917219	1
1917967	1
1919254	1
1925666	1
1936156	1
1936990	1
1938954	1
1940289	1
1948890	1
195250	1
196159	1
1962156	1
1977087	7
1978231	8
198251	1
1983103	1
1986644	2
1986761	1
1986868	1
2	152
200644	1
2006849	1
200795	3
201174	6
2013080	1
2016057	1
202097	1
2021391	1
2022740	1
2024834	1
2024888	1
2024893	2
2024894	3
2026724	4
2026729	1
2026730	1
2026735	4
2026742	4
2026743	1
2026754	1
2026763	10
2026769	1
2026775	3
2026776	1
2026777	3
2026779	2
2026780	6
2026781	5
2026782	1
2026786	1
2026788	2
2026796	8
2026798	1
2026799	2
2026801	2
202907	1
2030829	2
2033014	3
2035772	2
203682	1
203683	1
204428	1
204441	3
204455	2
204457	1
2044944	1
2051956	1
2052143	2
2052146	1
2053517	1
2053527	2
2053538	1
2053541	1
2053569	4
2053570	1
2053589	1
2058185	1
2058949	1
2062	3
2080302	2
2081523	2
2099671	1
210454	1
2107688	1
2157	1
2163009	1
216307	1
2163881	1
216773	1
216820	1
2200854	1
2201156	3
2211643	1
222805	1
223472	1
2268199	1
227946	1
228398	1
229219	1
231623	1
2448052	1
2483200	1
2483353	1
2493646	1
24966	1
2500179	1
2507902	1
252141	1
252671	1
2528005	1
2528008	1
253288	1
2557542	1
2562237	1
2562239	1
256616	1
256835	1
256845	1
2571160	1
2575872	1
2593643	1
2593676	1
2594795	1
2605266	1
2605746	1
2607806	1
2607809	1
2607811	1
2607816	2
2607824	2
2607826	1
2608089	1
2608131	1
2608996	1
2625037	1
2626047	1
2633570	1
2634635	1
2650926	1
2652724	2
2663008	1
2685872	1
2691357	1
2692794	1
2696291	1
2698753	1
2705399	1
270636	1
271217	1
2712222	1
2718876	1
2720082	1
2720165	1
2720419	1
2720469	2
2724527	1
2730349	1
2734140	1
27404	1
2741071	2
2742	1
2745	1
2746922	1
2759	2
2763263	1
2767591	1
2775555	1
27835	1
2785011	3
27933	1
28000	2
28068	1
28094	1
2818505	3
28211	35
28216	2
2823734	1
2836	5
2839662	1
28450	2
2847984	1
2849779	1
2850	2
2854170	1
285531	1
2856	3
286	2
2865862	1
2874699	1
287478	1
2878389	1
2900548	2
290174	1
2903812	1
2908833	1
2912572	1
2933270	1
2936507	1
2949	1
2951	2
2953691	1
296587	1
2967121	1
2976002	1
2979332	1
299467	1
299717	1
3026147	1
3026191	1
3028117	7
3032367	1
303371	2
303405	1
3035089	1
3035692	1
3041	1
3042152	1
3054776	1
3057338	1
3064350	1
3071	1
3071414	1
307491	1
3086	1
3107663	2
31199	1
3127016	1
314145	2
317	1
319348	1
31989	2
32	1
32033	1
3214	1
32597	1
33090	1
33208	4
33213	9
332591	1
33317	2
334736	1
33511	1
33846	2
33847	1
34765	1
35572	1
356	4
35688	1
361077	1
3629	1
364317	2
36881	1
3702	1
371196	1
372654	1
374	2
37546	1
37567	1
37569	1
375761	1
394096	1
40	1
400682	1
403962	1
408172	6
41295	1
41296	1
414999	1
41875	1
41880	1
42192	2
423349	1
425072	2
426638	3
433	1
433720	1
436017	1
43657	1
44058	1
44249	4
44445	1
44578	3
447962	1
448386	1
451864	2
454159	1
45443	1
461836	1
468196	1
471499	1
4762	1
4777	1
4793	1
482630	1
4883	1
4919	1
49249	1
49546	2
499202	1
50023	1
502025	2
50259	1
5073	1
51031	1
515417	1
52283	2
53246	1
533207	1
54126	1
558764	1
559131	1
565045	1
5654	1
568701	1
568900	1
5761	1
576137	1
591445	1
59288	1
59841	1
6040	2
6063	1
6072	5
6125	1
6236	1
6237	1
624315	2
626	1
631222	1
6347	1
635003	2
642074	1
6447	4
6523	1
652676	1
652834	1
6545	1
65475	1
6548	1
6563	1
6566	1
6592	1
662	3
66429	1
666505	1
666506	1
6668	1
66713	4
667725	1
668	1
670	1
670386	1
67260	1
67373	1
68200	1
6832	1
68336	1
6875	1
69277	1
7029	1
708627	1
715037	1
716546	9
72004	1
73025	1
74201	1
742174	1
748121	1
7496	2
7574	1
7581	1
7652	1
76758	1
77133	1
7737	1
7739	1
7742	1
7776	2
78156	1
79012	1
8015	1
80816	1
80840	1
8087	1
81569	1
81824	1
83141	1
8319	1
8345	1
83461	1
84567	1
84992	1
84993	1
870485	1
878477	1
88036	1
89954	1
89957	2
90675	1
91324	1
91347	2
9261	1
927083	3
937772	1
941254	1
943939	1
945734	1
95742	1
959	1
96803	1
976	6
994334	1
